number,ja-Hrkt,en,it,es,de,fr,ko,zh-Hans,zh-Hant
0729,オシャマリ,Brionne,Brionne,Brionne,Marikeck,Otarlette,키요공,花漾海狮,花漾海獅
0730,アシレーヌ,Primarina,Primarina,Primarina,Primarene,Oratoria,누리레느,西狮海壬,西獅海壬
0731,ツツケラ,Pikipek,Pikipek,Pikipek,Peppeck,Picassaut,콕코구리,小笃儿,小篤兒
0732,ケララッパ,Trumbeak,Trumbeak,Trumbeak,Trompeck,Piclairon,크라파,喇叭啄鸟,喇叭啄鳥
0733,ドデカバシ,Toucannon,Toucannon,Toucannon,Tukanon,Bazoucan,왕큰부리,铳嘴大鸟,銃嘴大鳥
0734,ヤングース,Yungoos,Yungoos,Yungoos,Mangunior,Manglouton,영구스,猫鼬少,貓鼬少
0735,デカグース,Gumshoos,Gumshoos,Gumshoos,Manguspektor,Argouste,형사구스,猫鼬探长,貓鼬探長
0736,アゴジムシ,Grubbin,Grubbin,Grubbin,Mabula,Larvibule,턱지충이,强颚鸡母虫,強顎雞母蟲
0737,デンヂムシ,Charjabug,Charjabug,Charjabug,Akkup,Chrysapile,전지충이,虫电宝,蟲電寶
0738,クワガノン,Vikavolt,Vikavolt,Vikavolt,Donarion,Lucanon,투구뿌논,锹农炮虫,鍬農炮蟲
0739,マケンカニ,Crabrawler,Crabrawler,Crabrawler,Krabbox,Crabagarre,오기지게,好胜蟹,好勝蟹
0740,ケケンカニ,Crabominable,Crabominable,Crabominable,Krawell,Crabominable,모단단게,好胜毛蟹,好勝毛蟹
0741,オドリドリ,Oricorio,Oricorio,Oricorio,Choreogel,Plumeline,춤추새,花舞鸟,花舞鳥
0742,アブリー,Cutiefly,Cutiefly,Cutiefly,Wommel,Bombydou,에블리,萌虻,萌虻
0743,アブリボン,Ribombee,Ribombee,Ribombee,Bandelby,Rubombelle,에리본,蝶结萌虻,蝶結萌虻
0744,イワンコ,Rockruff,Rockruff,Rockruff,Wuffels,Rocabot,암멍이,岩狗狗,岩狗狗
0745,ルガルガン,Lycanroc,Lycanroc,Lycanroc,Wolwerock,Lougaroc,루가루암,鬃岩狼人,鬃岩狼人
0746,ヨワシ,Wishiwashi,Wishiwashi,Wishiwashi,Lusardin,Froussardine,약어리,弱丁鱼,弱丁魚
0747,ヒドイデ,Mareanie,Mareanie,Mareanie,Garstella,Vorastérie,시마사리,好坏星,好壞星
0748,ドヒドイデ,Toxapex,Toxapex,Toxapex,Aggrostella,Prédastérie,더시마사리,超坏星,超壞星
0749,ドロバンコ,Mudbray,Mudbray,Mudbray,Pampuli,Tiboudet,머드나기,泥驴仔,泥驢仔
0750,バンバドロ,Mudsdale,Mudsdale,Mudsdale,Pampross,Bourrinos,만마드,重泥挽马,重泥挽馬
0751,シズクモ,Dewpider,Dewpider,Dewpider,Araqua,Araqua,물거미,滴蛛,滴蛛
0752,オニシズクモ,Araquanid,Araquanid,Araquanid,Aranestro,Tarenbulle,깨비물거미,滴蛛霸,滴蛛霸
0753,カリキリ,Fomantis,Fomantis,Fomantis,Imantis,Mimantis,짜랑랑,伪螳草,偽螳草
0754,ラランテス,Lurantis,Lurantis,Lurantis,Mantidea,Floramantis,라란티스,兰螳花,蘭螳花
0755,ネマシュ,Morelull,Morelull,Morelull,Bubungus,Spododo,자마슈,睡睡菇,睡睡菇
0756,マシェード,Shiinotic,Shiinotic,Shiinotic,Lamellux,Lampignon,마셰이드,灯罩夜菇,燈罩夜菇
0757,ヤトウモリ,Salandit,Salandit,Salandit,Molunk,Tritox,야도뇽,夜盗火蜥,夜盜火蜥
0758,エンニュート,Salazzle,Salazzle,Salazzle,Amfira,Malamandre,염뉴트,焰后蜥,焰后蜥
0759,ヌイコグマ,Stufful,Stufful,Stufful,Velursi,Nounourson,포곰곰,童偶熊,童偶熊
0760,キテルグマ,Bewear,Bewear,Bewear,Kosturso,Chelours,이븐곰,穿着熊,穿著熊
0761,アマカジ,Bounsweet,Bounsweet,Bounsweet,Frubberl,Croquine,달콤아,甜竹竹,甜竹竹
0762,アママイコ,Steenee,Steenee,Steenee,Frubaila,Candine,달무리나,甜舞妮,甜舞妮
0763,アマージョ,Tsareena,Tsareena,Tsareena,Fruyal,Sucreine,달코퀸,甜冷美后,甜冷美后
0764,キュワワー,Comfey,Comfey,Comfey,Curelei,Guérilande,큐아링,花疗环环,花療環環
0765,ヤレユータン,Oranguru,Oranguru,Oranguru,Kommandutan,Gouroutan,하랑우탄,智挥猩,智揮猩
0766,ナゲツケサル,Passimian,Passimian,Passimian,Quartermak,Quartermac,내던숭이,投掷猴,投擲猴
0767,コソクムシ,Wimpod,Wimpod,Wimpod,Reißlaus,Sovkipou,꼬시레,胆小虫,膽小蟲
0768,グソクムシャ,Golisopod,Golisopod,Golisopod,Tectass,Sarmuraï,갑주무사,具甲武者,具甲武者
0769,スナバァ,Sandygast,Sandygast,Sandygast,Sankabuh,Bacabouh,모래꿍,沙丘娃,沙丘娃
0770,シロデスナ,Palossand,Palossand,Palossand,Colossand,Trépassable,모래성이당,噬沙堡爷,噬沙堡爺
0771,ナマコブシ,Pyukumuku,Pyukumuku,Pyukumuku,Gufa,Concombaffe,해무기,拳海参,拳海參
0772,タイプ:ヌル,Type: Null,Tipo Zero,Código Cero,Typ:Null,Type:0,타입:널,属性：空,屬性：空
0773,シルヴァディ,Silvally,Silvally,Silvally,Amigento,Silvallié,실버디,银伴战兽,銀伴戰獸
0774,メテノ,Minior,Minior,Minior,Meteno,Météno,메테노,小陨星,小隕星
0775,ネッコアラ,Komala,Komala,Komala,Koalelu,Dodoala,자말라,树枕尾熊,樹枕尾熊
0776,バクガメス,Turtonator,Turtonator,Turtonator,Tortunator,Boumata,폭거북스,爆焰龟兽,爆焰龜獸
0777,トゲデマル,Togedemaru,Togedemaru,Togedemaru,Togedemaru,Togedemaru,토게데마루,托戈德玛尔,托戈德瑪爾
0778,ミミッキュ,Mimikyu,Mimikyu,Mimikyu,Mimigma,Mimiqui,따라큐,谜拟丘,謎擬Ｑ
0779,ハギギシリ,Bruxish,Bruxish,Bruxish,Knirfish,Denticrisse,치갈기,磨牙彩皮鱼,磨牙彩皮魚
0780,ジジーロン,Drampa,Drampa,Drampa,Sen-Long,Draïeul,할비롱,老翁龙,老翁龍
0781,ダダリン,Dhelmise,Dhelmise,Dhelmise,Moruda,Sinistrail,타타륜,破破舵轮,破破舵輪
0782,ジャラコ,Jangmo-o,Jangmo-o,Jangmo-o,Miniras,Bébécaille,짜랑꼬,心鳞宝,心鱗寶
0783,ジャランゴ,Hakamo-o,Hakamo-o,Hakamo-o,Mediras,Écaïd,짜랑고우,鳞甲龙,鱗甲龍
0784,ジャラランガ,Kommo-o,Kommo-o,Kommo-o,Grandiras,Ékaïser,짜랑고우거,杖尾鳞甲龙,杖尾鱗甲龍
0785,カプ・コケコ,Tapu Koko,Tapu Koko,Tapu Koko,Kapu-Riki,Tokorico,카푸꼬꼬꼭,卡璞・鸣鸣,卡璞・鳴鳴
0786,カプ・テテフ,Tapu Lele,Tapu Lele,Tapu Lele,Kapu-Fala,Tokopiyon,카푸나비나,卡璞・蝶蝶,卡璞・蝶蝶
0787,カプ・ブルル,Tapu Bulu,Tapu Bulu,Tapu Bulu,Kapu-Toro,Tokotoro,카푸브루루,卡璞・哞哞,卡璞・哞哞
0788,カプ・レヒレ,Tapu Fini,Tapu Fini,Tapu Fini,Kapu-Kime,Tokopisco,카푸느지느,卡璞・鳍鳍,卡璞・鰭鰭
0789,コスモッグ,Cosmog,Cosmog,Cosmog,Cosmog,Cosmog,코스모그,科斯莫古,科斯莫古
0790,コスモウム,Cosmoem,Cosmoem,Cosmoem,Cosmovum,Cosmovum,코스모움,科斯莫姆,科斯莫姆
0791,ソルガレオ,Solgaleo,Solgaleo,Solgaleo,Solgaleo,Solgaleo,솔가레오,索尔迦雷欧,索爾迦雷歐
0792,ルナアーラ,Lunala,Lunala,Lunala,Lunala,Lunala,루나아라,露奈雅拉,露奈雅拉
0793,ウツロイド,Nihilego,Nihilego,Nihilego,Anego,Zéroïd,텅비드,虚吾伊德,虛吾伊德
0794,マッシブーン,Buzzwole,Buzzwole,Buzzwole,Masskito,Mouscoto,매시붕,爆肌蚊,爆肌蚊
0795,フェローチェ,Pheromosa,Pheromosa,Pheromosa,Schabelle,Cancrelove,페로코체,费洛美螂,費洛美螂
0796,デンジュモク,Xurkitree,Xurkitree,Xurkitree,Voltriant,Câblifère,전수목,电束木,電束木
0797,テッカグヤ,Celesteela,Celesteela,Celesteela,Kaguron,Bamboiselle,철화구야,铁火辉夜,鐵火輝夜
0798,カミツルギ,Kartana,Kartana,Kartana,Katagami,Katagami,종이신도,纸御剑,紙御劍
0799,アクジキング,Guzzlord,Guzzlord,Guzzlord,Schlingking,Engloutyran,악식킹,恶食大王,惡食大王
0800,ネクロズマ,Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,奈克洛兹玛,奈克洛茲瑪
0801,マギアナ,Magearna,Magearna,Magearna,Magearna,Magearna,마기아나,玛机雅娜,瑪機雅娜
0802,マーシャドー,Marshadow,Marshadow,Marshadow,Marshadow,Marshadow,마샤도,玛夏多,瑪夏多
0803,ベベノム,Poipole,Poipole,Poipole,Venicro,Vémini,베베놈,毒贝比,毒貝比
0804,アーゴヨン,Naganadel,Naganadel,Naganadel,Agoyon,Mandrillon,아고용,四颚针龙,四顎針龍
0805,ツンデツンデ,Stakataka,Stakataka,Stakataka,Muramura,Ama-Ama,차곡차곡,垒磊石,壘磊石
0806,ズガドーン,Blacephalon,Blacephalon,Blacephalon,Kopplosio,Pierroteknik,두파팡,砰头小丑,砰頭小丑
0807,ゼラオラ,Zeraora,Zeraora,Zeraora,Zeraora,Zeraora,제라오라,捷拉奥拉,捷拉奧拉
0808,メルタン,Meltan,Meltan,Meltan,Meltan,Meltan,멜탄,美录坦,美錄坦
0809,メルメタル,Melmetal,Melmetal,Melmetal,Melmetal,Melmetal,멜메탈,美录梅塔,美錄梅塔
0810,サルノリ,Grookey,Grookey,Grookey,Chimpep,Ouistempo,흥나숭,敲音猴,敲音猴
0811,バチンキー,Thwackey,Thwackey,Thwackey,Chimstix,Badabouin,채키몽,啪咚猴,啪咚猴
0812,ゴリランダー,Rillaboom,Rillaboom,Rillaboom,Gortrom,Gorythmic,고릴타,轰擂金刚猩,轟擂金剛猩
0813,ヒバニー,Scorbunny,Scorbunny,Scorbunny,Hopplo,Flambino,염버니,炎兔儿,炎兔兒
0814,ラビフット,Raboot,Raboot,Raboot,Kickerlo,Lapyro,래비풋,腾蹴小将,騰蹴小將
0815,エースバーン,Cinderace,Cinderace,Cinderace,Liberlo,Pyrobut,에이스번,闪焰王牌,閃焰王牌
0816,メッソン,Sobble,Sobble,Sobble,Memmeon,Larméléon,울머기,泪眼蜥,淚眼蜥
0817,ジメレオン,Drizzile,Drizzile,Drizzile,Phlegleon,Arrozard,누겔레온,变涩蜥,變澀蜥
0818,インテレオン,Inteleon,Inteleon,Inteleon,Intelleon,Lézargus,인텔리레온,千面避役,千面避役
0819,ホシガリス,Skwovet,Skwovet,Skwovet,Raffel,Rongourmand,탐리스,贪心栗鼠,貪心栗鼠
0820,ヨクバリス,Greedent,Greedent,Greedent,Schlaraffel,Rongrigou,요씽리스,藏饱栗鼠,藏飽栗鼠
0821,ココガラ,Rookidee,Rookidee,Rookidee,Meikro,Minisange,파라꼬,稚山雀,稚山雀
0822,アオガラス,Corvisquire,Corvisquire,Corvisquire,Kranoviz,Bleuseille,파크로우,蓝鸦,藍鴉
0823,アーマーガア,Corviknight,Corviknight,Corviknight,Krarmor,Corvaillus,아머까오,钢铠鸦,鋼鎧鴉
0824,サッチムシ,Blipbug,Blipbug,Blipbug,Sensect,Larvadar,두루지벌레,索侦虫,索偵蟲
0825,レドームシ,Dottler,Dottler,Dottler,Keradar,Coléodôme,레돔벌레,天罩虫,天罩蟲
0826,イオルブ,Orbeetle,Orbeetle,Orbeetle,Maritellit,Astronelle,이올브,以欧路普,以歐路普
0827,クスネ,Nickit,Nickit,Nickit,Kleptifux,Goupilou,훔처우,狡小狐,偷兒狐
0828,フォクスライ,Thievul,Thievul,Thievul,Gaunux,Roublenard,폭슬라이,猾大狐,狐大盜
0829,ヒメンカ,Gossifleur,Gossifleur,Gossifleur,Cottini,Tournicoton,꼬모카,幼棉棉,幼棉棉
0830,ワタシラガ,Eldegoss,Eldegoss,Eldegoss,Cottomi,Blancoton,백솜모카,白蓬蓬,白蓬蓬
0831,ウールー,Wooloo,Wooloo,Wooloo,Wolly,Moumouton,우르,毛辫羊,毛辮羊
0832,バイウールー,Dubwool,Dubwool,Dubwool,Zwollock,Moumouflon,배우르,毛毛角羊,毛毛角羊
0833,カムカメ,Chewtle,Chewtle,Chewtle,Kamehaps,Khélocrok,깨물부기,咬咬龟,咬咬龜
0834,カジリガメ,Drednaw,Drednaw,Drednaw,Kamalm,Torgamord,갈가부기,暴噬龟,暴噬龜
0835,ワンパチ,Yamper,Yamper,Yamper,Voldi,Voltoutou,멍파치,来电汪,來電汪
0836,パルスワン,Boltund,Boltund,Boltund,Bellektro,Fulgudog,펄스멍,逐电犬,逐電犬
0837,タンドン,Rolycoly,Rolycoly,Rolycoly,Klonkett,Charbi,탄동,小炭仔,小炭仔
0838,トロッゴン,Carkol,Carkol,Carkol,Wagong,Wagomine,탄차곤,大炭车,大炭車
0839,セキタンザン,Coalossal,Coalossal,Coalossal,Montecarbo,Monthracite,석탄산,巨炭山,巨炭山
0840,カジッチュ,Applin,Applin,Applin,Knapfel,Verpom,과사삭벌레,啃果虫,啃果蟲
0841,アップリュー,Flapple,Flapple,Flapple,Drapfel,Pomdrapi,애프룡,苹裹龙,蘋裹龍
0842,タルップル,Appletun,Appletun,Appletun,Schlapfel,Dratatin,단지래플,丰蜜龙,豐蜜龍
0843,スナヘビ,Silicobra,Silicobra,Silicobra,Salanga,Dunaja,모래뱀,沙包蛇,沙包蛇
0844,サダイジャ,Sandaconda,Sandaconda,Sandaconda,Sanaconda,Dunaconda,사다이사,沙螺蟒,沙螺蟒
0845,ウッウ,Cramorant,Cramorant,Cramorant,Urgl,Nigosier,윽우지,古月鸟,古月鳥
0846,サシカマス,Arrokuda,Arrokuda,Arrokuda,Pikuda,Embrochet,찌로꼬치,刺梭鱼,刺梭魚
0847,カマスジョー,Barraskewda,Barraskewda,Barraskewda,Barrakiefa,Hastacuda,꼬치조,戽斗尖梭,戽斗尖梭
0848,エレズン,Toxel,Toxel,Toxel,Toxel,Toxizap,일레즌,电音婴,毒電嬰
0849,ストリンダー,Toxtricity,Toxtricity,Toxtricity,Riffex,Salarsen,스트린더,颤弦蝾螈,顫弦蠑螈
0850,ヤクデ,Sizzlipede,Sizzlipede,Sizzlipede,Thermopod,Grillepattes,태우지네,烧火蚣,燒火蚣
0851,マルヤクデ,Centiskorch,Centiskorch,Centiskorch,Infernopod,Scolocendre,다태우지네,焚焰蚣,焚焰蚣
0852,タタッコ,Clobbopus,Clobbopus,Clobbopus,Klopptopus,Poulpaf,때때무노,拳拳蛸,拳拳蛸
0853,オトスパス,Grapploct,Grapploct,Grapploct,Kaocto,Krakos,케오퍼스,八爪武师,八爪武師
0854,ヤバチャ,Sinistea,Sinistea,Sinistea,Fatalitee,Théffroi,데인차,来悲茶,來悲茶
0855,ポットデス,Polteageist,Polteageist,Polteageist,Mortipot,Polthégeist,포트데스,怖思壶,怖思壺
0856,ミブリム,Hatenna,Hatenna,Hatenna,Brimova,Bibichut,몸지브림,迷布莉姆,迷布莉姆
0857,テブリム,Hattrem,Hattrem,Hattrem,Brimano,Chapotus,손지브림,提布莉姆,提布莉姆
0858,ブリムオン,Hatterene,Hatterene,Hatterene,Silembrim,Sorcilence,브리무음,布莉姆温,布莉姆溫
0859,ベロバー,Impidimp,Impidimp,Impidimp,Bähmon,Grimalin,메롱꿍,捣蛋小妖,搗蛋小妖
0860,ギモー,Morgrem,Morgrem,Morgrem,Pelzebub,Fourbelin,쏘겨모,诈唬魔,詐唬魔
0861,オーロンゲ,Grimmsnarl,Grimmsnarl,Grimmsnarl,Olangaar,Angoliath,오롱털,长毛巨魔,長毛巨魔
0862,タチフサグマ,Obstagoon,Obstagoon,Obstagoon,Barrikadax,Ixon,가로막구리,堵拦熊,堵攔熊
0863,ニャイキング,Perrserker,Perrserker,Perrserker,Mauzinger,Berserkatt,나이킹,喵头目,喵頭目
0864,サニゴーン,Cursola,Cursola,Cursola,Gorgasonn,Corayôme,산호르곤,魔灵珊瑚,魔靈珊瑚
0865,ネギガナイト,Sirfetch'd,Sirfetch'd,Sirfetch'd,Lauchzelot,Palarticho,창파나이트,葱游兵,蔥遊兵
0866,バリコオル,Mr. Rime,Mr. Rime,Mr. Rime,Pantifrost,M. Glaquette,마임꽁꽁,踏冰人偶,踏冰人偶
0867,デスバーン,Runerigus,Runerigus,Runerigus,Oghnatoll,Tutétékri,데스판,迭失板,死神板
0868,マホミル,Milcery,Milcery,Milcery,Hokumil,Crèmy,마빌크,小仙奶,小仙奶
0869,マホイップ,Alcremie,Alcremie,Alcremie,Pokusan,Charmilly,마휘핑,霜奶仙,霜奶仙
0870,タイレーツ,Falinks,Falinks,Falinks,Legios,Hexadron,대여르,列阵兵,列陣兵
0871,バチンウニ,Pincurchin,Pincurchin,Pincurchin,Britzigel,Wattapik,찌르성게,啪嚓海胆,啪嚓海膽
0872,ユキハミ,Snom,Snom,Snom,Snomnom,Frissonille,누니머기,雪吞虫,雪吞蟲
0873,モスノウ,Frosmoth,Frosmoth,Frosmoth,Mottineva,Beldeneige,모스노우,雪绒蛾,雪絨蛾
0874,イシヘンジン,Stonjourner,Stonjourner,Stonjourner,Humanolith,Dolman,돌헨진,巨石丁,巨石丁
0875,コオリッポ,Eiscue,Eiscue,Eiscue,Kubuin,Bekaglaçon,빙큐보,冰砌鹅,冰砌鵝
0876,イエッサン,Indeedee,Indeedee,Indeedee,Servol,Wimessir,에써르,爱管侍,愛管侍
0877,モルペコ,Morpeko,Morpeko,Morpeko,Morpeko,Morpeko,모르페코,莫鲁贝可,莫魯貝可
0878,ゾウドウ,Cufant,Cufant,Cufant,Kupfanti,Charibari,끼리동,铜象,銅象
0879,ダイオウドウ,Copperajah,Copperajah,Copperajah,Patinaraja,Pachyradjah,대왕끼리동,大王铜象,大王銅象
0880,パッチラゴン,Dracozolt,Dracozolt,Dracozolt,Lectragon,Galvagon,파치래곤,雷鸟龙,雷鳥龍
0881,パッチルドン,Arctozolt,Arctozolt,Arctozolt,Lecryodon,Galvagla,파치르돈,雷鸟海兽,雷鳥海獸
0882,ウオノラゴン,Dracovish,Dracovish,Dracovish,Pescragon,Hydragon,어래곤,鳃鱼龙,鰓魚龍
0883,ウオチルドン,Arctovish,Arctovish,Arctovish,Pescryodon,Hydragla,어치르돈,鳃鱼海兽,鰓魚海獸
0884,ジュラルドン,Duraludon,Duraludon,Duraludon,Duraludon,Duralugon,두랄루돈,铝钢龙,鋁鋼龍
0885,ドラメシヤ,Dreepy,Dreepy,Dreepy,Grolldra,Fantyrm,드라꼰,多龙梅西亚,多龍梅西亞
0886,ドロンチ,Drakloak,Drakloak,Drakloak,Phandra,Dispareptil,드래런치,多龙奇,多龍奇
0887,ドラパルト,Dragapult,Dragapult,Dragapult,Katapuldra,Lanssorien,드래펄트,多龙巴鲁托,多龍巴魯托
0888,ザシアン,Zacian,Zacian,Zacian,Zacian,Zacian,자시안,苍响,蒼響
0889,ザマゼンタ,Zamazenta,Zamazenta,Zamazenta,Zamazenta,Zamazenta,자마젠타,藏玛然特,藏瑪然特
0890,ムゲンダイナ,Eternatus,Eternatus,Eternatus,Endynalos,Éthernatos,무한다이노,无极汰那,無極汰那
0891,ダクマ,Kubfu,Kubfu,Kubfu,Dakuma,Wushours,치고마,熊徒弟,熊徒弟
0892,ウーラオス,Urshifu,Urshifu,Urshifu,Wulaosu,Shifours,우라오스,武道熊师,武道熊師
0893,ザルード,Zarude,Zarude,Zarude,Zarude,Zarude,자루도,萨戮德,薩戮德
0894,レジエレキ,Regieleki,Regieleki,Regieleki,Regieleki,Regieleki,레지에레키,雷吉艾勒奇,雷吉艾勒奇
0895,レジドラゴ,Regidrago,Regidrago,Regidrago,Regidrago,Regidrago,레지드래고,雷吉铎拉戈,雷吉鐸拉戈
0896,ブリザポス,Glastrier,Glastrier,Glastrier,Polaross,Blizzeval,블리자포스,雪暴马,雪暴馬
0897,レイスポス,Spectrier,Spectrier,Spectrier,Phantoross,Spectreval,레이스포스,灵幽马,靈幽馬
0898,バドレックス,Calyrex,Calyrex,Calyrex,Coronospa,Sylveroy,버드렉스,蕾冠王,蕾冠王
0899,アヤシシ,Wyrdeer,Wyrdeer,Wyrdeer,Damythir,Cerbyllin,신비록,诡角鹿,詭角鹿
0900,バサギリ,Kleavor,Kleavor,Kleavor,Axantor,Hachécateur,사마자르,劈斧螳螂,劈斧螳螂
0901,ガチグマ,Ursaluna,Ursaluna,Ursaluna,Ursaluna,Ursaking,다투곰,月月熊,月月熊
0902,イダイトウ,Basculegion,Basculegion,Basculegion,Salmagnis,Paragruel,대쓰여너,幽尾玄鱼,幽尾玄魚
0903,オオニューラ,Sneasler,Sneasler,Sneasler,Snieboss,Farfurex,포푸니크,大狃拉,大狃拉
0904,ハリーマン,Overqwil,Overqwil,Overqwil,Myriador,Qwilpik,장침바루,万针鱼,萬針魚
0905,ラブトロス,Enamorus,Enamorus,Enamorus,Cupidos,Amovénus,러브로스,眷恋云,眷戀雲
0906,ニャオハ,Sprigatito,Sprigatito,Sprigatito,Felori,Poussacha,나오하,新叶喵,新葉喵
0907,ニャローテ,Floragato,Floragato,Floragato,Feliospa,Matourgeon,나로테,蒂蕾喵,蒂蕾喵
0908,マスカーニャ,Meowscarada,Meowscarada,Meowscarada,Maskagato,Miascarade,마스카나,魔幻假面喵,魔幻假面喵
0909,ホゲータ,Fuecoco,Fuecoco,Fuecoco,Krokel,Chochodile,뜨아거,呆火鳄,呆火鱷
0910,アチゲータ,Crocalor,Crocalor,Crocalor,Lokroko,Crocogril,악뜨거,炙烫鳄,炙燙鱷
0911,ラウドボーン,Skeledirge,Skeledirge,Skeledirge,Skelokrok,Flâmigator,라우드본,骨纹惊声鳄,骨紋驚聲鱷
0912,クワッス,Quaxly,Quaxly,Quaxly,Kwaks,Coiffeton,꾸왁스,润水鸭,潤水鴨
0913,ウェルカモ,Quaxwell,Quaxwell,Quaxwell,Fuentente,Canarbello,아꾸왁,涌跃鸭,湧躍鴨
0914,ウェーニバル,Quaquaval,Quaquaval,Quaquaval,Bailonda,Palmaval,웨이니발,狂欢浪舞鸭,狂歡浪舞鴨
0915,グルトン,Lechonk,Lechonk,Lechonk,Ferkuli,Gourmelet,맛보돈,爱吃豚,愛吃豚
0916,パフュートン,Oinkologne,Oinkologne,Oinkologne,Fragrunz,Fragroin,퍼퓨돈,飘香豚,飄香豚
0917,タマンチュラ,Tarountula,Tarountula,Tarountula,Tarundel,Tissenboule,타랜툴라,团珠蛛,團珠蛛
0918,ワナイダー,Spidops,Spidops,Spidops,Spinsidias,Filentrappe,트래피더,操陷蛛,操陷蛛
0919,マメバッタ,Nymble,Nymble,Nymble,Micrick,Lilliterelle,콩알뚜기,豆蟋蟀,豆蟋蟀
0920,エクスレッグ,Lokix,Lokix,Lokix,Lextremo,Gambex,엑스레그,烈腿蝗,烈腿蝗
0921,パモ,Pawmi,Pawmi,Pawmi,Pamo,Pohm,빠모,布拨,布撥
0922,パモット,Pawmo,Pawmo,Pawmo,Pamamo,Pohmotte,빠모트,布土拨,布土撥
0923,パーモット,Pawmot,Pawmot,Pawmot,Pamomamo,Pohmarmotte,빠르모트,巴布土拨,巴布土撥
0924,ワッカネズミ,Tandemaus,Tandemaus,Tandemaus,Zwieps,Compagnol,두리쥐,一对鼠,一對鼠
0925,イッカネズミ,Maushold,Maushold,Maushold,Famieps,Famignol,파밀리쥐,一家鼠,一家鼠
0926,パピモッチ,Fidough,Fidough,Fidough,Hefel,Pâtachiot,쫀도기,狗仔包,狗仔包
0927,バウッツェル,Dachsbun,Dachsbun,Dachsbun,Backel,Briochien,바우첼,麻花犬,麻花犬
0928,ミニーブ,Smoliv,Smoliv,Smoliv,Olini,Olivini,미니브,迷你芙,迷你芙
0929,オリーニョ,Dolliv,Dolliv,Dolliv,Olivinio,Olivado,올리뇨,奥利纽,奧利紐
0930,オリーヴァ,Arboliva,Arboliva,Arboliva,Olithena,Arboliva,올리르바,奥利瓦,奧利瓦
0931,イキリンコ,Squawkabilly,Squawkabilly,Squawkabilly,Krawalloro,Tapatoès,시비꼬,怒鹦哥,怒鸚哥
0932,コジオ,Nacli,Nacli,Nacli,Geosali,Selutin,베베솔트,盐石宝,鹽石寶
0933,ジオヅム,Naclstack,Naclstack,Naclstack,Sedisal,Amassel,스태솔트,盐石垒,鹽石壘
0934,キョジオーン,Garganacl,Garganacl,Garganacl,Saltigant,Gigansel,콜로솔트,盐石巨灵,鹽石巨靈
0935,カルボウ,Charcadet,Charcadet,Charcadet,Knarbon,Charbambin,카르본,炭小侍,炭小侍
0936,グレンアルマ,Armarouge,Armarouge,Armarouge,Crimanzo,Carmadura,카디나르마,红莲铠骑,紅蓮鎧騎
0937,ソウブレイズ,Ceruledge,Ceruledge,Ceruledge,Azugladis,Malvalame,파라블레이즈,苍炎刃鬼,蒼炎刃鬼
0938,ズピカ,Tadbulb,Tadbulb,Tadbulb,Blipp,Têtampoule,빈나두,光蚪仔,光蚪仔
0939,ハラバリー,Bellibolt,Bellibolt,Bellibolt,Wampitz,Ampibidou,찌리배리,电肚蛙,電肚蛙
0940,カイデン,Wattrel,Wattrel,Wattrel,Voltrel,Zapétrel,찌리비,电海燕,電海燕
0941,タイカイデン,Kilowattrel,Kilowattrel,Kilowattrel,Voltrean,Fulgulairo,찌리비크,大电海燕,大電海燕
0942,オラチフ,Maschiff,Maschiff,Maschiff,Mobtiff,Grondogue,오라티프,偶叫獒,偶叫獒
0943,マフィティフ,Mabosstiff,Mabosstiff,Mabosstiff,Mastifioso,Dogrino,마피티프,獒教父,獒教父
0944,シルシュルー,Shroodle,Shroodle,Shroodle,Sproxi,Gribouraigne,땃쭈르,滋汁鼹,滋汁鼴
0945,タギングル,Grafaiai,Grafaiai,Grafaiai,Affiti,Tag-Tag,태깅구르,涂标客,塗標客
0946,アノクサ,Bramblin,Bramblin,Bramblin,Weherba,Virovent,그푸리,纳噬草,納噬草
0947,アノホラグサ,Brambleghast,Brambleghast,Brambleghast,Horrerba,Virevorreur,공푸리,怖纳噬草,怖納噬草
0948,ノノクラゲ,Toedscool,Toedscool,Toedscool,Tentagra,Terracool,들눈해,原野水母,原野水母
0949,リククラゲ,Toedscruel,Toedscruel,Toedscruel,Tenterra,Terracruel,육파리,陆地水母,陸地水母
0950,ガケガニ,Klawf,Klawf,Klawf,Klibbe,Craparoi,절벼게,毛崖蟹,毛崖蟹
0951,カプサイジ,Capsakid,Capsakid,Capsakid,Chilingel,Pimito,캡싸이,热辣娃,熱辣娃
0952,スコヴィラン,Scovillain,Scovillain,Scovillain,Halupenjo,Scovilain,스코빌런,狠辣椒,狠辣椒
0953,シガロコ,Rellor,Rellor,Rellor,Relluk,Léboulérou,구르데,虫滚泥,蟲滾泥
0954,ベラカス,Rabsca,Rabsca,Rabsca,Skarabaks,Bérasca,베라카스,虫甲圣,蟲甲聖
0955,ヒラヒナ,Flittle,Flittle,Flittle,Flattutu,Flotillon,하느라기,飘飘雏,飄飄雛
0956,クエスパトラ,Espathra,Espathra,Espathra,Psiopatra,Cléopsytra,클레스퍼트라,超能艳鸵,超能豔鴕
0957,カヌチャン,Tinkatink,Tinkatink,Tinkatink,Forgita,Forgerette,어리짱,小锻匠,小鍛匠
